premise_mod,premise_asp,conclusion_mod,conclusion_asp,confidence
excellent,picture quality,good,picture quality,1.0
good,picture quality,much well,picture quality,0.5455
much well,picture quality,good,picture quality,0.5455
good,power,powerful,sound,0.5588
good,product,excellent,product,1.0
excellent,product,good,product,1.0
good,product,positive,experience,1.0
good,protection,great,protection,0.5392
great,protection,good,protection,0.5392
good,quality,fine,quality,1.0
fine,quality,good,quality,1.0
low,volume,good,radio,0.5143
good,range,excellent,range,1.0
excellent,range,good,range,1.0
good,range,incredible,range,0.5212
good,range,decent,range,1.0
decent,range,good,range,1.0
good,reception,excellent,reception,0.5278
excellent,reception,good,reception,0.5278
good,mid,good,reproduction,0.5313
good,bass response,good,reproduction,0.5135
good,reputation,flawless,performance,0.5278
flawless,performance,good,reputation,0.5278
good,resolution,excellent,resolution,1.0
excellent,resolution,good,resolution,1.0
better,resolution,good,resolution,0.5135
good,resolution,great,resolution,1.0
great,resolution,good,resolution,1.0
good,response,excellent,response,1.0
excellent,response,good,response,1.0
good,response,great,response,1.0
great,response,good,response,1.0
good,response,good,feedback,1.0
good,feedback,good,response,1.0
excellent,result,good,result,0.5135
good,result,good,image quality,0.5556
good,image quality,good,result,0.5556
good,review,better,review,0.5588
better,review,good,review,0.5588
good,router,good,signal strength,0.5294
good,screen,great,screen,1.0
great,screen,good,screen,1.0
good,screen,fantastic,screen,1.0
fantastic,screen,good,screen,1.0
good,screen,fine,screen,1.0
fine,screen,good,screen,1.0
good,earbud,good,seal,0.5133
good,service,excellent,service,1.0
excellent,service,good,service,1.0
good,service,excellent,customer service,0.5714
excellent,customer service,good,service,0.5714
good,sharpness,sharp,image,0.5455
sharp,image,good,sharpness,0.5455
good,shot,great,shot,1.0
great,shot,good,shot,1.0
good,signal,better,signal,1.0
better,signal,good,signal,1.0
good,software,excellent,software,1.0
excellent,software,good,software,1.0
good,sound,fine,sound,1.0
fine,sound,good,sound,1.0
good,sound quality,excellent,sound quality,0.5466
excellent,sound quality,good,sound quality,0.5466
good,speaker,fine,speaker,1.0
fine,speaker,good,speaker,1.0
good,speaker,much well,speaker,1.0
much well,speaker,good,speaker,1.0
good,specs,great,specs,1.0
great,specs,good,specs,1.0
good,speed,excellent,speed,1.0
excellent,speed,good,speed,1.0
good,speed,incredible,speed,1.0
incredible,speed,good,speed,1.0
good,speed,better,speed,0.5429
better,speed,good,speed,0.5429
good,stand,great,stand,0.5106
great,stand,good,stand,0.5106
good,support,excellent,support,0.5135
excellent,support,good,support,0.5135
good,tablet,good,battery,0.5135
good,thing,fine,thing,1.0
fine,thing,good,thing,1.0
good,touch,nice,touch,1.0
nice,touch,good,touch,1.0
good,transfer rate,good,transfer speed,1.0
good,transfer speed,good,transfer rate,1.0
good,transfer speed,good,transfer rate,1.0
good,transfer rate,good,transfer speed,1.0
good,tv,nice,tv,1.0
nice,tv,good,tv,1.0
good,tv,great,tv,1.0
great,tv,good,tv,1.0
good,unit,fine,unit,1.0
fine,unit,good,unit,1.0
excellent,resolution,good,user interface,0.5135
good,value,great,value,0.5135
great,value,good,value,0.5135
good,value,good,packaging,0.5143
good,video,excellent,video,1.0
excellent,video,good,video,1.0
good,video,fine,video,1.0
fine,video,good,video,1.0
good,video,fantastic,video,1.0
fantastic,video,good,video,1.0
good,video quality,excellent,video quality,1.0
excellent,video quality,good,video quality,1.0
good,video quality,better,video quality,1.0
better,video quality,good,video quality,1.0
good,warranty,good,transfer speed,0.5135
good,transfer speed,good,warranty,0.5135
good,weight,great,weight,0.5172
great,weight,good,weight,0.5172
good,zoom,fantastic,zoom,1.0
fantastic,zoom,good,zoom,1.0
good,zoom,nice,zoom,1.0
nice,zoom,good,zoom,1.0
gorgeous,picture,bright,picture,1.0
bright,picture,gorgeous,picture,1.0
gorgeous,picture,clear,video,1.0
grainy,picture,outstanding,picture quality,0.5224
great,ability,amazing,ability,1.0
amazing,ability,great,ability,1.0
great,amount,amazing,amount,0.5833
excellent,product,great,amount,0.5294
great,angle,good,angle,1.0
good,angle,great,angle,1.0
great,app,better,app,1.0
better,app,great,app,1.0
great,audio,excellent,audio,1.0
excellent,audio,great,audio,1.0
great,bass,awesome,bass,1.0
awesome,bass,great,bass,1.0
amazing,battery,great,battery,0.5172
great,battery,better,battery,0.5245
better,battery,great,battery,0.5245
great,battery life,amazing,battery life,1.0
amazing,battery life,great,battery life,1.0
great,battery life,better,battery life,1.0
better,battery life,great,battery life,1.0
great,build quality,better,build quality,1.0
better,build quality,great,build quality,1.0
great,build quality,fantastic,build quality,1.0
fantastic,build quality,great,build quality,1.0
great,build quality,amazing,build quality,1.0
amazing,build quality,great,build quality,1.0
great,button,handy,button,0.5152
great,cable,better,cable,1.0
better,cable,great,cable,1.0
great,cable,fine,cable,0.5135
fine,cable,great,cable,0.5135
great,cable,perfect,cable,0.5152
perfect,cable,great,cable,0.5152
great,camera,amazing,camera,1.0
amazing,camera,great,camera,1.0
great,camera,better,camera,1.0
better,camera,great,camera,1.0
better,feature,great,capability,0.5263
great,capacity,nice,battery,0.5135
nice,battery,great,capacity,0.5135
great,case,fantastic,case,1.0
fantastic,case,great,case,1.0
great,case,big,case,1.0
big,case,great,case,1.0
great,adapter,great,charger,1.0
great,clarity,better,clarity,1.0
better,clarity,great,clarity,1.0
great,clarity,excellent,clarity,1.0
excellent,clarity,great,clarity,1.0
great,color,amazing,color,1.0
amazing,color,great,color,1.0
great,connection,nice,connection,1.0
nice,connection,great,connection,1.0
great,connection,good,connection,1.0
good,connection,great,connection,1.0
great,construction,good,construction,1.0
good,construction,great,construction,1.0
great,construction,excellent,construction,0.5282
excellent,construction,great,construction,0.5282
great,construction,excellent,finish,0.5135
great,contrast,better,contrast,1.0
better,contrast,great,contrast,1.0
great,control,better,control,1.0
better,control,great,control,1.0
great,port,great,controller,0.5294
great,coverage,good,coverage,1.0
good,coverage,great,coverage,1.0
good,router,great,coverage,0.5185
great,customer service,great,support,1.0
great,support,great,customer service,1.0
great,depth,excellent,lens,0.5037
better,design,great,design,0.5143
great,design,awesome,design,1.0
awesome,design,great,design,1.0
great,detail,amazing,detail,1.0
amazing,detail,great,detail,1.0
great,device,amazing,device,1.0
amazing,device,great,device,1.0
great,device,perfect,device,0.5312
perfect,device,great,device,0.5312
great,display,good,display,1.0
good,display,great,display,1.0
great,earphone,great,headphone,1.0
great,headphone,great,earphone,1.0
great,earphone,great,earbud,1.0
great,earbud,great,earphone,1.0
great,ergonomics,good,ergonomics,0.5238
good,ergonomics,great,ergonomics,0.5238
great,experience,better,experience,1.0
better,experience,great,experience,1.0
great,customer support,great,experience,0.5385
great,service,great,experience,0.5278
great,feature,amazing,feature,0.5135
amazing,feature,great,feature,0.5135
great,feel,better,feel,1.0
better,feel,great,feel,1.0
great,finish,excellent,finish,1.0
excellent,finish,great,finish,1.0
great,finish,beautiful,design,0.5159
beautiful,design,great,finish,0.5159
great,fit,better,fit,1.0
better,fit,great,fit,1.0
great,function,great,ability,0.5278
great,ability,great,function,0.5278
great,functionality,many,app,0.5135
great,game,amazing,game,1.0
amazing,game,great,game,1.0
great,graphic,amazing,graphic,1.0
amazing,graphic,great,graphic,1.0
great,headphone,great,earphone,1.0
great,earphone,great,headphone,1.0
great,headphone,great,earbud,1.0
great,earbud,great,headphone,1.0
great,high,great,earphone,1.0
great,earphone,great,high,1.0
great,idea,great,concept,0.5294
great,image,better,image,1.0
better,image,great,image,1.0
great,image,fantastic,image,1.0
fantastic,image,great,image,1.0
great,image quality,better,image quality,0.5178
better,image quality,great,image quality,0.5178
great,image quality,amazing,image quality,1.0
amazing,image quality,great,image quality,1.0
great,image quality,fantastic,image quality,1.0
fantastic,image quality,great,image quality,1.0
great,interface,better,interface,1.0
better,interface,great,interface,1.0
great,item,perfect,item,1.0
perfect,item,great,item,1.0
great,key,nice,key,0.5294
nice,key,great,key,0.5294
great,keyboard,better,keyboard,1.0
better,keyboard,great,keyboard,1.0
great,keyboard,fantastic,keyboard,1.0
fantastic,keyboard,great,keyboard,1.0
great,layout,good,layout,1.0
good,layout,great,layout,1.0
great,length,perfect,length,0.5278
perfect,length,great,length,0.5278
great,length,awesome,cable,0.5758
awesome,cable,great,length,0.5758
great,length,great,cable,0.5166
great,lens,better,lens,1.0
better,lens,great,lens,1.0
great,lens,fantastic,lens,0.5135
great,lens,nice,lens,0.5758
nice,lens,great,lens,0.5758
great,light,nice,light,1.0
nice,light,great,light,1.0
great,light,good,light,1.0
good,light,great,light,1.0
great,look,nice,option,0.5312
nice,option,great,look,0.5312
great,mic,great,microphone,1.0
great,microphone,great,mic,1.0
great,mic,good,mic,0.5533
good,mic,great,mic,0.5533
great,earphone,great,mid,0.5018
great,monitor,good,monitor,0.5143
good,monitor,great,monitor,0.5143
great,mount,great,item,1.0
great,mouse,awesome,mouse,1.0
awesome,mouse,great,mouse,1.0
great,mouse,perfect,mouse,1.0
perfect,mouse,great,mouse,1.0
great,mouse,fine,mouse,1.0
fine,mouse,great,mouse,1.0
perfect,picture quality,great,movie,1.0
great,music,great,sound quality,0.534
great,sound quality,great,music,0.534
better,one,great,one,0.5312
great,one,amazing,one,1.0
amazing,one,great,one,1.0
awesome,feature,great,option,0.5135
great,packaging,perfect,packaging,1.0
perfect,packaging,great,packaging,1.0
great,packaging,excellent,packaging,1.0
excellent,packaging,great,packaging,1.0
great,performance,amazing,performance,0.5152
amazing,performance,great,performance,0.5152
great,performance,better,performance,1.0
better,performance,great,performance,1.0
great,performance,excellent,performance,0.5135
excellent,performance,great,performance,0.5135
nice,battery,great,phone,0.5278
great,photo,better,photo,1.0
better,photo,great,photo,1.0
great,photo,amazing,photo,1.0
amazing,photo,great,photo,1.0
great,photo,good,photo,1.0
good,photo,great,photo,1.0
great,picture,better,picture,1.0
better,picture,great,picture,1.0
great,picture,fantastic,picture,1.0
fantastic,picture,great,picture,1.0
great,picture,nice,picture,1.0
nice,picture,great,picture,1.0
great,picture quality,amazing,picture quality,1.0
amazing,picture quality,great,picture quality,1.0
great,picture quality,better,picture quality,1.0
better,picture quality,great,picture quality,1.0
great,picture quality,perfect,picture quality,1.0
perfect,picture quality,great,picture quality,1.0
great,price,better,price,1.0
better,price,great,price,1.0
great,price,nice,price,1.0
nice,price,great,price,1.0
great,price,fantastic,price,1.0
fantastic,price,great,price,1.0
great,product,better,product,0.5135
better,product,great,product,0.5135
great,product,amazing,product,1.0
amazing,product,great,product,1.0
great,quality,amazing,quality,0.5429
amazing,quality,great,quality,0.5429
great,quality,fantastic,quality,0.5143
fantastic,quality,great,quality,0.5143
great,quality,nice,quality,1.0
nice,quality,great,quality,1.0
great,range,amazing,range,1.0
amazing,range,great,range,1.0
great,range,fantastic,range,1.0
fantastic,range,great,range,1.0
great,reception,better,reception,1.0
better,reception,great,reception,1.0
great,reception,perfect,reception,1.0
perfect,reception,great,reception,1.0
great,remote,better,remote,1.0
better,remote,great,remote,1.0
great,resolution,amazing,resolution,1.0
amazing,resolution,great,resolution,1.0
great,resolution,better,resolution,1.0
better,resolution,great,resolution,1.0
great,resolution,excellent,resolution,1.0
excellent,resolution,great,resolution,1.0
great,response,good,feel,0.5313
good,feel,great,response,0.5313
better,result,great,result,0.5135
great,result,amazing,result,1.0
amazing,result,great,result,1.0
great,result,excellent,result,1.0
excellent,result,great,result,1.0
great,review,better,review,1.0
better,review,great,review,1.0
great,review,true,review,0.5294
true,review,great,review,0.5294
great,router,good,router,0.5135
good,router,great,router,0.5135
great,screen,good,screen,1.0
good,screen,great,screen,1.0
great,selection,great,app,0.5135
great,app,great,selection,0.5135
great,selection,great,service,0.5143
great,service,great,selection,0.5143
great,sensitivity,good,sensitivity,1.0
good,sensitivity,great,sensitivity,1.0
great,service,great,experience,1.0
great,experience,great,service,1.0
great,set,nice,set,1.0
nice,set,great,set,1.0
great,monitor,great,set,0.5714
easy to follow,instruction,great,setup,0.5385
great,shot,better,photo,0.5294
great,shot,good,shot,1.0
good,shot,great,shot,1.0
great,signal,excellent,signal,1.0
excellent,signal,great,signal,1.0
great,signal,better,signal,1.0
better,signal,great,signal,1.0
great,signal,good,signal,1.0
good,signal,great,signal,1.0
great,signal strength,excellent,signal strength,1.0
excellent,signal strength,great,signal strength,1.0
great,signal strength,good,signal strength,1.0
good,signal strength,great,signal strength,1.0
great,signal strength,better,signal strength,0.5294
better,signal strength,great,signal strength,0.5294
great,size,amazing,size,0.5278
amazing,size,great,size,0.5278
great,size,important,size,0.5455
important,size,great,size,0.5455
great,software,better,software,0.505
better,software,great,software,0.505
great,sound,fantastic,sound,1.0
fantastic,sound,great,sound,1.0
great,sound,awesome,sound,1.0
awesome,sound,great,sound,1.0
great,sound,superb,sound,1.0
superb,sound,great,sound,1.0
great,sound quality,great,headset,0.5152
great,sound quality,great,music,1.0
great,music,great,sound quality,1.0
great,speaker,awesome,speaker,1.0
awesome,speaker,great,speaker,1.0
great,speaker,amazing,speaker,0.5278
amazing,speaker,great,speaker,0.5278
great,specs,good,specs,1.0
good,specs,great,specs,1.0
great,speed,fantastic,speed,1.0
fantastic,speed,great,speed,1.0
great,speed,amazing,speed,0.525
great,speed,excellent,speed,1.0
excellent,speed,great,speed,1.0
great,stand,good,stand,1.0
good,stand,great,stand,1.0
great,style,great,design,1.0
great,design,great,style,1.0
great,style,better,design,0.5135
better,design,great,style,0.5135
great,system,good,system,1.0
good,system,great,system,1.0
great,tablet,amazing,tablet,1.0
amazing,tablet,great,tablet,1.0
great,tablet,perfect,tablet,1.0
perfect,tablet,great,tablet,1.0
great,texture,nice,design,0.5135
great,thing,amazing,thing,1.0
amazing,thing,great,thing,1.0
great,transfer speed,awesome,speed,0.5135
great,tv,amazing,tv,1.0
amazing,tv,great,tv,1.0
great,tv,nice,tv,1.0
nice,tv,great,tv,1.0
great,tv,perfect,tv,1.0
perfect,tv,great,tv,1.0
great,unit,perfect,unit,1.0
perfect,unit,great,unit,1.0
great,unit,better,unit,0.5556
better,unit,great,unit,0.5556
great,value,good,value,1.0
good,value,great,value,1.0
great,video,better,video,1.0
better,video,great,video,1.0
great,video,amazing,video,1.0
amazing,video,great,video,1.0
great,video,fantastic,video,1.0
fantastic,video,great,video,1.0
great,video quality,amazing,video quality,1.0
amazing,video quality,great,video quality,1.0
great,video quality,better,video quality,0.5134
better,video quality,great,video quality,0.5134
not loud,volume,great,volume,0.5278
great,weight,good,weight,1.0
good,weight,great,weight,1.0
amazing,zoom,great,zoom,0.5172
great,zoom,nice,zoom,1.0
nice,zoom,great,zoom,1.0
great,zoom,fantastic,zoom,1.0
fantastic,zoom,great,zoom,1.0
green,light,dim,light,0.5217
dim,light,green,light,0.5217
handy,remote,awesome,product,0.5026
awesome,product,handy,remote,0.5026
hard to beat,price,low,price,0.5294
low,price,hard to beat,price,0.5294
hard to beat,price,competitive,price,0.5517
competitive,price,hard to beat,price,0.5517
hard to beat,price,much low,price,0.5135
much low,price,hard to beat,price,0.5135
heavy,bass,solid,bass,0.5135
heavy,camera,slow,camera,0.535
slow,camera,heavy,camera,0.535
heavy,case,perfect,case,0.5135
heavy,mouse,light,mouse,0.5312
light,mouse,heavy,mouse,0.5312
heavy,weight,perfect,weight,0.5135
perfect,weight,heavy,weight,0.5135
helpful,review,positive,review,1.0
positive,review,helpful,review,1.0
high,cost,high,expectation,0.55
high,standard,high,hope,0.5026
high,quality,easy to open,packaging,0.5135
high,resolution,good,service,0.5484
good,service,high,resolution,0.5484
high,speed,low,expectation,0.5135
low,expectation,high,speed,0.5135
honest,review,helpful,review,0.5135
helpful,review,honest,review,0.5135
honest,review,positive,review,0.5038
positive,review,honest,review,0.5038
horrible,quality,decent,quality,0.5294
decent,quality,horrible,quality,0.5294
much,bass,horrible,sound,1.0
hot,drive,available,drive,0.5135
available,drive,hot,drive,0.5135
hot,unit,hot,laptop,0.5217
how good,picture,crisp,picture,0.5161
crisp,picture,how good,picture,0.5161
how good,quality,clear,quality,0.5182
clear,quality,how good,quality,0.5182
how small,thing,tiny,thing,1.0
tiny,thing,how small,thing,1.0
huge,screen,big,screen,0.5135
big,screen,huge,screen,0.5135
huge,screen,large,screen,1.0
large,screen,huge,screen,1.0
important,size,amazing,size,1.0
important,sound,important,quality,0.5135
important,quality,important,sound,0.5135
impressive,bass,good,bass response,0.5135
impressive,battery life,acceptable,battery life,1.0
acceptable,battery life,impressive,battery life,1.0
impressive,battery life,phenomenal,battery life,0.5278
phenomenal,battery life,impressive,battery life,0.5278
impressive,battery life,exceptional,battery life,1.0
exceptional,battery life,impressive,battery life,1.0
impressive,quality,acceptable,quality,0.505
acceptable,quality,impressive,quality,0.505
impressive,range,not great,range,0.5135
not great,range,impressive,range,0.5135
impressive,sound,awful,sound,0.5106
awful,sound,impressive,sound,0.5106
strong,signal strength,impressive,speed,1.0
incredible,bass,excellent,bass,1.0
excellent,bass,incredible,bass,1.0
incredible,bass,better,bass,1.0
better,bass,incredible,bass,1.0
incredible,price,more,price,1.0
more,price,incredible,price,1.0
incredible,range,much well,range,0.5143
much well,range,incredible,range,0.5143
incredible,sound,smooth,sound,0.5135
smooth,sound,incredible,sound,0.5135
incredible,speed,better,speed,1.0
better,speed,incredible,speed,1.0
incredible,speed,good,speed,1.0
good,speed,incredible,speed,1.0
incredible,speed,excellent,speed,1.0
excellent,speed,incredible,speed,1.0
incredible,thing,true,thing,0.5159
true,thing,incredible,thing,0.5159
intuitive,control,intuitive,interface,0.5135
intuitive,interface,intuitive,control,0.5135
intuitive,software,great,software,1.0
negligible,difference,intuitive,software,0.5135
intuitive,user interface,easy,software,0.5449
large,button,smooth,surface,0.5172
smooth,surface,large,button,0.5172
large,display,easy to read,screen,0.5143
large,file,large,collection,0.5135
large,collection,large,file,0.5135
large,finger,big,finger,1.0
big,finger,large,finger,1.0
large,hand,big,hand,0.5278
big,hand,large,hand,0.5278
programmable,button,large,head,0.52
large,home,large,house,1.0
large,house,large,home,1.0
large,key,smooth,key,0.5135
large,mouse,big,mouse,1.0
big,mouse,large,mouse,1.0
large,mouse,accurate,mouse,0.5135
large,one,big,button,0.5455
big,button,large,one,0.5455
large,screen,easy to see,screen,0.5294
large,size,large,one,1.0
large,one,large,size,1.0
large,speaker,big,speaker,1.0
big,speaker,large,speaker,1.0
late,firmware,defective,unit,0.5294
defective,unit,late,firmware,0.5294
less,range,limited,range,0.5588
light,camera,fast,camera,1.0
fast,camera,light,camera,1.0
light,case,nice,case,0.5429
nice,case,light,case,0.5429
light,case,fine,case,1.0
fine,case,light,case,1.0
light,headphone,awesome,headphone,1.0
perfect,one,light,one,0.5392
light,weight,nice,weight,0.5117
nice,weight,light,weight,0.5117
lightweight,case,thin,case,1.0
thin,case,lightweight,case,1.0
lightweight,headphone,light,headphone,1.0
light,headphone,lightweight,headphone,1.0
limited,number,limited,budget,1.0
limited,budget,limited,number,1.0
easy to setup,router,limited,option,0.5429
little,pocket,great,case,0.5178
little short,cord,bit short,cord,1.0
bit short,cord,little short,cord,1.0
long,battery life,longer,battery life,1.0
longer,battery life,long,battery life,1.0
long,history,little short,cord,0.5455
long,life,long,battery life,1.0
long,battery life,long,life,1.0
longer,battery life,exceptional,battery life,0.5294
exceptional,battery life,longer,battery life,0.5294
louder,sound,loud,sound,0.5392
loud,sound,loud,voice,0.5143
loud,voice,loud,sound,0.5143
loud,sound,big,sound,1.0
big,sound,loud,sound,1.0
loud,speaker,louder,speaker,1.0
louder,speaker,loud,speaker,1.0
loud,thing,awesome,thing,0.5484
awesome,thing,loud,thing,0.5484
loud,voice,loud,sound,0.5278
loud,sound,loud,voice,0.5278
loud,voice,louder,sound,1.0
louder,sound,loud,voice,1.0
loud,volume,louder,speaker,1.0
louder,speaker,loud,volume,1.0
louder,sound,loud,sound,1.0
loud,sound,louder,sound,1.0
louder,sound,loud,voice,1.0
loud,voice,louder,sound,1.0
louder,speaker,loud,speaker,0.5161
loud,speaker,louder,speaker,0.5161
louder,speaker,not loud,speaker,0.5135
not loud,speaker,louder,speaker,0.5135
louder,volume,loud,volume,1.0
loud,volume,louder,volume,1.0
low,cost,low,expectation,0.5294
low,noise,less,noise,1.0
less,noise,low,noise,1.0
low,price,competitive,price,0.5333
low,price,much low,price,1.0
much low,price,low,price,1.0
major,problem,serious,issue,1.0
serious,issue,major,problem,1.0
available,app,many,app,0.544
easy to use,interface,many,option,0.505
many,problem,many,issue,1.0
many,issue,many,problem,1.0
medium,hand,large,hand,0.5492
minimal,instruction,not clear,instruction,0.5037
not clear,instruction,minimal,instruction,0.5037
minimal,instruction,easy to understand,instruction,0.5037
easy to understand,instruction,minimal,instruction,0.5037
minor,gripe,amazing,size,0.5758
amazing,size,minor,gripe,0.5758
more,bass,enough,bass,1.0
enough,bass,more,bass,1.0
more,bass,adequate,bass,0.5278
adequate,bass,more,bass,0.5278
more,detail,good,detail,0.5588
more,experience,positive,experience,0.5143
positive,experience,more,experience,0.5143
more,feature,lot more,feature,1.0
lot more,feature,more,feature,1.0
more,memory,more,space,0.5492
more,space,more,memory,0.5492
good,price,more,price,0.5455
more,problem,awesome,router,0.5016
awesome,router,more,problem,0.5016
more,quality,adequate,quality,0.5294
adequate,quality,more,quality,0.5294
more,sound,horrible,sound,0.5161
more,space,more,storage,1.0
more,storage,more,space,1.0
more,speed,consistent,speed,0.5152
consistent,speed,more,speed,0.5152
more,storage,more,memory,0.5135
more,memory,more,storage,0.5135
more,time,enough,time,0.5544
enough,time,more,time,0.5544
much,time,much,experience,0.5135
much,experience,much,time,0.5135
much low,price,fair,price,1.0
fair,price,much low,price,1.0
much well,battery life,fine,battery life,0.5135
fine,battery life,much well,battery life,0.5135
much well,camera,excellent,camera,1.0
excellent,camera,much well,camera,1.0
much well,camera,good,camera,1.0
good,camera,much well,camera,1.0
much well,performance,good,performance,1.0
good,performance,much well,performance,1.0
much well,performance,excellent,performance,0.5366
excellent,performance,much well,performance,0.5366
much well,picture,superb,picture,1.0
superb,picture,much well,picture,1.0
fine,picture,much well,picture,0.5159
much well,picture quality,superb,picture quality,1.0
superb,picture quality,much well,picture quality,1.0
much well,picture quality,excellent,picture quality,1.0
excellent,picture quality,much well,picture quality,1.0
much well,price,good,price,0.5161
good,price,much well,price,0.5161
much well,price,excellent,price,1.0
excellent,price,much well,price,1.0
much well,quality,better,quality,0.5135
better,quality,much well,quality,0.5135
much well,quality,excellent,quality,1.0
excellent,quality,much well,quality,1.0
much well,sound,better,sound,1.0
better,sound,much well,sound,1.0
much well,speaker,better,speaker,1.0
better,speaker,much well,speaker,1.0
muddy,bass,deep,bass,0.5135
deep,bass,muddy,bass,0.5135
muddy,sound,muffled,sound,0.5143
muffled,sound,muddy,sound,0.5143
muffled,sound,muddy,sound,0.5135
muddy,sound,muffled,sound,0.5135
natural,color,good,color,0.5135
good,color,natural,color,0.5135
neat,feature,new,feature,0.5021
new,feature,neat,feature,0.5021
subtle,difference,negligible,difference,0.5294
new,feature,few,feature,0.5135
few,feature,new,feature,0.5135
new,one,real,complaint,0.5429
light,tv,new,tv,0.5033
nice,ability,great,function,0.5652
great,function,nice,ability,0.5652
nice,angle,perfect,angle,1.0
perfect,angle,nice,angle,1.0
nice,app,better,app,0.5561
nice,appearance,responsive,touch screen,0.507
nice,bag,great,cover,1.0
nice,bass,clear,bass,0.5455
clear,bass,nice,bass,0.5455
crisp,mid,nice,bass,0.5172
great,capacity,nice,battery,0.5278
nice,bokeh,better,bokeh,0.5135
solid,feel,nice,build quality,1.0
thin,cable,nice,cable,0.5143
stiff,wire,nice,cable,0.5126
nice,cable,better,cable,1.0
better,cable,nice,cable,1.0
nice,camera,better,camera,1.0
better,camera,nice,camera,1.0
nice,camera,amazing,camera,1.0
amazing,camera,nice,camera,1.0
nice,carry case,nice,cover,1.0
nice,cover,nice,carry case,1.0
nice,carry case,thin,case,0.5135
thin,case,nice,carry case,0.5135
nice,case,fine,case,1.0
fine,case,nice,case,1.0
nice,color,perfect,color,0.55
nice,color,true,color,0.5455
true,color,nice,color,0.5455
nice,connection,great,connection,1.0
great,connection,nice,connection,1.0
new,version,nice,control,0.5135
nice,control,better,control,1.0
better,control,nice,control,1.0
nice,design,solid,design,0.5135
nice,device,better,device,1.0
better,device,nice,device,1.0
nice,device,great,device,1.0
great,device,nice,device,1.0
nice,display,beautiful,display,1.0
beautiful,display,nice,display,1.0
glossy,finish,nice,display,0.5135
nice,drive,easy to use,drive,1.0
easy to use,drive,nice,drive,1.0
nice,feature,fantastic,feature,1.0
fantastic,feature,nice,feature,1.0
nice,feature,better,feature,0.5135
better,feature,nice,feature,0.5135
nice,feature,great,feature,0.5135
great,feature,nice,feature,0.5135
nice,fit,perfect,fit,1.0
perfect,fit,nice,fit,1.0
nice,function,nice,ability,1.0
nice,ability,nice,function,1.0
nice,headphone,great,comfort,0.5133
nice,headphone,fantastic,headphone,1.0
fantastic,headphone,nice,headphone,1.0
nice,headphone,better,headphone,1.0
better,headphone,nice,headphone,1.0
nice,high,clear,high,1.0
clear,high,nice,high,1.0
clean,image,nice,image,0.5135
nice,image,better,image,1.0
better,image,nice,image,1.0
nice,interface,better,interface,1.0
better,interface,nice,interface,1.0
light,keyboard,nice,keyboard,1.0
nice,lens,good,lens,1.0
good,lens,nice,lens,1.0
enough,light,nice,light,0.5103
nice,light,bright,light,0.5366
bright,light,nice,light,0.5366
nice,look,sleek,look,1.0
sleek,look,nice,look,1.0
nice,material,perfect,cover,0.5134
nice,mouse,fine,mouse,1.0
fine,mouse,nice,mouse,1.0
nice,mouse,perfect,mouse,1.0
perfect,mouse,nice,mouse,1.0
perfect,one,nice,one,0.5312
nice,one,fine,one,0.5366
fine,one,nice,one,0.5366
nice,one,nice,fact,1.0
nice,fact,nice,one,1.0
nice,ability,nice,option,1.0
nice,option,great,option,0.5278
great,option,nice,option,0.5278
nice,packaging,perfect,packaging,1.0
perfect,packaging,nice,packaging,1.0
nice,packaging,great,packaging,1.0
great,packaging,nice,packaging,1.0
nice,padding,great,protection,0.5588
nice,picture,better,picture,0.5135
better,picture,nice,picture,0.5135
nice,picture,great,picture,1.0
great,picture,nice,picture,1.0
nice,picture,excellent,picture,1.0
excellent,picture,nice,picture,1.0
nice,picture quality,better,picture quality,1.0
better,picture quality,nice,picture quality,1.0
nice,picture quality,fantastic,picture quality,1.0
fantastic,picture quality,nice,picture quality,1.0
nice,picture quality,fine,picture quality,1.0
fine,picture quality,nice,picture quality,1.0
nice,price,better,price,1.0
better,price,nice,price,1.0
nice,price,great,price,1.0
great,price,nice,price,1.0
nice,price,amazing,price,1.0
amazing,price,nice,price,1.0
nice,product,perfect,product,1.0
perfect,product,nice,product,1.0
nice,product,great,one,0.5263
great,one,nice,product,0.5263
nice,quality,great,quality,1.0
great,quality,nice,quality,1.0
nice,quality,better,quality,1.0
better,quality,nice,quality,1.0
nice,range,great,range,1.0
great,range,nice,range,1.0
nice,range,amazing,range,1.0
amazing,range,nice,range,1.0
nice,range,fantastic,range,1.0
fantastic,range,nice,range,1.0
nice,remote,better,remote,1.0
better,remote,nice,remote,1.0
nice,screen,beautiful,screen,1.0
beautiful,screen,nice,screen,1.0
nice,size,nice,fact,0.504
nice,fact,nice,size,0.504
nice,size,small,profile,0.5278
small,profile,nice,size,0.5278
nice,software,better,software,1.0
better,software,nice,software,1.0
nice,software,great,software,0.5278
great,software,nice,software,0.5278
nice,sound,clear,sound,1.0
clear,sound,nice,sound,1.0
nice,speaker,fantastic,speaker,1.0
fantastic,speaker,nice,speaker,1.0
nice,speaker,perfect,speaker,1.0
perfect,speaker,nice,speaker,1.0
nice,speed,fine,speed,1.0
fine,speed,nice,speed,1.0
nice,speed,great,speed,1.0
great,speed,nice,speed,1.0
nice,speed,awesome,speed,1.0
awesome,speed,nice,speed,1.0
nice,tablet,good,screen,0.5484
good,screen,nice,tablet,0.5484
sleek,look,nice,texture,0.5238
